TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,82,36,46,0.439,3971.0,3529.0,7584.0,0.465,1125.0,3092.0,0.364,1520.0,1906.0,0.797,1024.0,2639.0,3663.0,2180.0,1110.0,615.0,369.0,461.0,1522.0,1594.0,9703.0,-179.0,1,21,21,21,3,10,2,21,6,7,17,5,7,8,3,22,6,16,16,16,26,22,15,7,5,21
1610612738,Boston Celtics,82,64,18,0.78,3966.0,3601.0,7396.0,0.487,1351.0,3482.0,0.388,1334.0,1654.0,0.807,876.0,2923.0,3799.0,2207.0,979.0,557.0,538.0,304.0,1326.0,1416.0,9887.0,930.0,1,1,1,1,7,4,8,8,1,1,2,19,26,7,14,1,2,14,1,27,1,1,2,30,2,1
1610612751,Brooklyn Nets,82,32,50,0.39,3961.0,3334.0,7307.0,0.456,1089.0,3010.0,0.362,1293.0,1711.0,0.756,938.0,2675.0,3613.0,2102.0,1076.0,556.0,424.0,409.0,1516.0,1496.0,9050.0,-237.0,1,22,22,22,10,25,16,28,9,9,19,23,20,28,7,20,11,20,12,28,12,16,13,21,25,22
1610612766,Charlotte Hornets,82,21,61,0.256,3946.0,3281.0,7133.0,0.46,989.0,2788.0,0.355,1189.0,1512.0,0.786,765.0,2538.0,3303.0,2033.0,1129.0,562.0,371.0,396.0,1472.0,1432.0,8740.0,-840.0,1,27,27,27,23,27,25,26,23,17,21,30,30,11,27,29,30,26,18,25,25,13,7,29,28,30
1610612741,Chicago Bulls,82,39,43,0.476,3996.0,3448.0,7339.0,0.47,941.0,2630.0,0.358,1369.0,1731.0,0.791,916.0,2677.0,3593.0,2048.0,1004.0,638.0,394.0,404.0,1541.0,1538.0,9206.0,-118.0,1,20,20,20,1,16,13,18,27,26,20,17,18,10,8,19,14,23,3,9,18,14,17,14,22,20
1610612739,Cleveland Cavaliers,82,48,34,0.585,3961.0,3425.0,7148.0,0.479,1108.0,3016.0,0.367,1278.0,1671.0,0.765,808.0,2742.0,3550.0,2299.0,1112.0,605.0,380.0,410.0,1436.0,1536.0,9236.0,198.0,1,11,11,11,10,19,24,12,7,8,15,26,24,22,22,11,17,8,17,19,21,17,5,16,20,13
1610612742,Dallas Mavericks,82,50,32,0.61,3941.0,3535.0,7352.0,0.481,1197.0,3242.0,0.369,1397.0,1842.0,0.758,797.0,2724.0,3521.0,2106.0,1027.0,563.0,406.0,331.0,1500.0,1667.0,9664.0,181.0,1,6,6,6,26,9,12,11,3,2,13,15,11,27,23,14,21,19,4,24,17,2,10,2,7,14
1610612743,Denver Nuggets,82,57,25,0.695,3941.0,3610.0,7279.0,0.496,958.0,2560.0,0.374,1240.0,1628.0,0.762,881.0,2762.0,3643.0,2415.0,1036.0,585.0,456.0,394.0,1489.0,1467.0,9418.0,431.0,1,2,2,2,26,3,17,4,25,30,10,29,29,25,13,9,7,3,5,21,10,12,9,26,14,4
1610612765,Detroit Pistons,82,14,68,0.171,3951.0,3353.0,7236.0,0.463,906.0,2602.0,0.348,1398.0,1780.0,0.785,861.0,2692.0,3553.0,2088.0,1248.0,531.0,384.0,490.0,1688.0,1457.0,9010.0,-747.0,1,30,30,30,21,24,20,24,29,27,26,14,15,12,15,18,16,22,28,30,20,25,28,28,27,28
1610612744,Golden State Warriors,82,46,36,0.561,3966.0,3582.0,7515.0,0.477,1211.0,3191.0,0.38,1282.0,1644.0,0.78,996.0,2834.0,3830.0,2402.0,1174.0,572.0,377.0,407.0,1598.0,1471.0,9657.0,214.0,1,16,16,16,7,5,3,13,2,4,7,24,27,17,5,4,1,4,23,23,23,15,22,24,8,12
1610612745,Houston Rockets,82,41,41,0.5,3971.0,3425.0,7459.0,0.459,1043.0,2964.0,0.352,1482.0,1916.0,0.773,940.0,2787.0,3727.0,2035.0,1045.0,639.0,375.0,482.0,1702.0,1609.0,9375.0,92.0,1,19,19,19,3,19,5,27,14,12,23,9,5,20,6,6,3,25,8,8,24,24,29,6,16,18
1610612754,Indiana Pacers,82,47,35,0.573,3941.0,3855.0,7599.0,0.507,1082.0,2891.0,0.374,1318.0,1685.0,0.782,827.0,2578.0,3405.0,2522.0,1059.0,631.0,481.0,440.0,1756.0,1501.0,10110.0,250.0,1,12,12,12,26,1,1,1,11,15,9,21,22,13,20,28,28,1,9,11,8,21,30,20,1,9
1610612746,LA Clippers,82,51,31,0.622,3941.0,3473.0,7108.0,0.489,1036.0,2719.0,0.381,1499.0,1817.0,0.825,822.0,2701.0,3523.0,2097.0,1078.0,640.0,413.0,384.0,1519.0,1537.0,9481.0,269.0,1,5,5,5,26,14,26,6,16,21,6,8,12,3,21,17,19,21,13,7,15,9,14,15,12,7
1610612747,Los Angeles Lakers,82,47,35,0.573,3971.0,3580.0,7177.0,0.499,969.0,2572.0,0.377,1550.0,1983.0,0.782,676.0,2859.0,3535.0,2339.0,1146.0,605.0,453.0,390.0,1283.0,1619.0,9679.0,49.0,1,12,12,12,3,6,22,2,24,28,8,2,2,15,30,2,18,5,19,19,11,11,1,4,6,19
1610612763,Memphis Grizzlies,82,27,55,0.329,3956.0,3145.0,7229.0,0.435,1071.0,3097.0,0.346,1316.0,1722.0,0.764,896.0,2598.0,3494.0,2025.0,1236.0,673.0,501.0,535.0,1563.0,1539.0,8677.0,-574.0,1,24,24,24,17,30,21,30,12,6,29,22,19,23,10,27,24,27,26,4,4,30,20,13,30,26
1610612748,Miami Heat,82,46,36,0.561,3951.0,3266.0,7022.0,0.465,1022.0,2765.0,0.37,1478.0,1806.0,0.818,766.0,2702.0,3468.0,2116.0,1038.0,617.0,280.0,388.0,1415.0,1550.0,9032.0,144.0,1,16,16,16,21,28,28,22,19,18,12,10,13,5,26,16,26,18,6,15,30,10,4,11,26,16
1610612749,Milwaukee Bucks,82,49,33,0.598,3961.0,3538.0,7258.0,0.487,1163.0,3122.0,0.373,1517.0,1960.0,0.774,772.0,2850.0,3622.0,2176.0,1059.0,558.0,413.0,347.0,1574.0,1576.0,9756.0,215.0,1,8,8,8,10,8,19,7,5,5,11,7,3,19,24,3,9,17,9,26,15,3,21,9,4,11
1610612750,Minnesota Timberwolves,82,56,26,0.683,3961.0,3383.0,6974.0,0.485,1037.0,2681.0,0.387,1461.0,1881.0,0.777,770.0,2807.0,3577.0,2184.0,1162.0,647.0,497.0,371.0,1544.0,1630.0,9264.0,529.0,1,4,4,4,10,23,29,10,15,23,3,11,8,18,25,5,15,15,22,6,5,5,18,3,18,3
1610612740,New Orleans Pelicans,82,49,33,0.598,3941.0,3484.0,7165.0,0.486,1023.0,2673.0,0.383,1445.0,1873.0,0.771,852.0,2753.0,3605.0,2210.0,1067.0,684.0,378.0,424.0,1508.0,1506.0,9436.0,362.0,1,8,8,8,26,12,23,9,18,24,4,13,9,21,17,10,13,13,11,3,22,19,11,18,13,6
1610612752,New York Knicks,82,50,32,0.61,3946.0,3385.0,7272.0,0.465,1083.0,2936.0,0.369,1396.0,1789.0,0.78,1039.0,2665.0,3704.0,1998.0,1085.0,612.0,336.0,431.0,1447.0,1565.0,9249.0,376.0,1,6,6,6,23,22,18,20,10,13,14,16,14,16,1,21,5,29,15,17,29,20,6,10,19,5
1610612760,Oklahoma City Thunder,82,57,25,0.695,3961.0,3653.0,7324.0,0.499,1090.0,2805.0,0.389,1451.0,1759.0,0.825,722.0,2725.0,3447.0,2223.0,1039.0,694.0,538.0,419.0,1545.0,1548.0,9847.0,608.0,1,2,2,2,10,2,15,3,8,16,1,12,17,4,29,12,27,11,7,1,1,18,19,12,3,2
1610612753,Orlando Magic,82,47,35,0.573,3956.0,3318.0,6964.0,0.476,903.0,2568.0,0.352,1519.0,2002.0,0.759,861.0,2608.0,3469.0,2023.0,1206.0,669.0,423.0,379.0,1618.0,1710.0,9058.0,166.0,1,12,12,12,17,26,30,15,30,29,24,6,1,26,15,25,25,28,24,5,13,7,23,1,24,15
1610612755,Philadelphia 76ers,82,47,35,0.573,3956.0,3404.0,7331.0,0.464,992.0,2733.0,0.363,1597.0,1934.0,0.826,906.0,2616.0,3522.0,2041.0,984.0,694.0,492.0,503.0,1668.0,1519.0,9397.0,250.0,1,12,12,12,17,21,14,23,22,19,18,1,4,2,9,23,20,24,2,1,6,27,27,17,15,9
1610612756,Phoenix Suns,82,49,33,0.598,3956.0,3482.0,7063.0,0.493,1020.0,2671.0,0.382,1548.0,1915.0,0.808,831.0,2783.0,3614.0,2218.0,1221.0,610.0,492.0,372.0,1475.0,1612.0,9532.0,251.0,1,8,8,8,17,13,27,5,20,25,5,3,6,6,19,7,10,12,25,18,6,6,8,5,10,8
1610612757,Portland Trail Blazers,82,21,61,0.256,3976.0,3227.0,7356.0,0.439,939.0,2723.0,0.345,1329.0,1680.0,0.791,1036.0,2469.0,3505.0,1894.0,1249.0,627.0,354.0,528.0,1654.0,1467.0,8722.0,-740.0,1,27,27,27,2,29,10,29,28,20,30,20,23,9,2,30,22,30,29,12,27,28,26,26,29,27
1610612758,Sacramento Kings,82,46,36,0.561,3971.0,3553.0,7455.0,0.477,1178.0,3219.0,0.366,1274.0,1710.0,0.745,888.0,2719.0,3607.0,2324.0,1078.0,625.0,342.0,370.0,1632.0,1504.0,9558.0,143.0,1,16,16,16,3,7,6,14,4,3,16,27,21,30,12,15,12,7,13,13,28,4,24,19,9,17
1610612759,San Antonio Spurs,82,22,60,0.268,3966.0,3438.0,7436.0,0.462,1036.0,2983.0,0.347,1280.0,1637.0,0.782,849.0,2778.0,3627.0,2449.0,1242.0,584.0,520.0,380.0,1414.0,1470.0,9192.0,-532.0,1,26,26,26,7,18,7,25,16,11,28,25,28,14,18,8,8,2,27,22,3,8,3,25,23,25
1610612761,Toronto Raptors,82,25,57,0.305,3961.0,3466.0,7356.0,0.471,942.0,2712.0,0.347,1339.0,1772.0,0.756,891.0,2607.0,3498.0,2335.0,1147.0,634.0,388.0,474.0,1509.0,1487.0,9213.0,-528.0,1,25,25,25,10,15,10,16,26,22,27,18,16,29,11,26,23,6,20,10,19,23,12,22,21,24
1610612762,Utah Jazz,82,31,51,0.378,3961.0,3443.0,7371.0,0.467,1060.0,2993.0,0.354,1538.0,1853.0,0.83,1002.0,2725.0,3727.0,2232.0,1285.0,537.0,458.0,528.0,1523.0,1577.0,9484.0,-401.0,1,23,23,23,10,17,9,19,13,10,22,4,10,1,4,12,3,10,30,29,9,28,16,8,11,23
1610612764,Washington Wizards,82,15,67,0.183,3946.0,3523.0,7493.0,0.47,1015.0,2915.0,0.348,1266.0,1657.0,0.764,755.0,2613.0,3368.0,2290.0,1147.0,623.0,415.0,496.0,1637.0,1473.0,9327.0,-762.0,1,29,29,29,23,11,4,17,21,14,25,28,25,24,28,24,29,9,20,14,14,26,25,23,17,29
